Postnummer,Datum,Uppskattning,Low_CI,High_CI
39,2020-12-17,0.15,0,5.79
93,2020-12-17,,,
36,2020-12-17,,,
98,2020-12-17,,,
20,2020-12-17,,,
10,2020-12-17,,,
40,2020-12-17,,,
21,2020-12-18,0.71,0.35,1.37
25,2020-12-18,0.8,0.2,2.41
46,2020-12-18,0.77,0.08,4.02
26,2020-12-18,0.56,0.18,1.81
77,2020-12-18,,,
19,2020-12-18,0.69,0.11,2.7
11,2020-12-18,0.7,0.32,1.4
27,2020-12-18,0.62,0.04,3.86
87,2020-12-18,,,
23,2020-12-18,0.64,0.22,1.69
74,2020-12-18,0.69,0.09,2.95
28,2020-12-18,0.58,0.03,3.82
78,2020-12-18,0.31,0,5.01
29,2020-12-18,0.47,0.04,3.04
15,2020-12-18,0.92,0.02,6.28
30,2020-12-18,0.25,0,3.12
12,2020-12-18,0.86,0.38,1.77
37,2020-12-18,0.47,0.05,2.32
41,2020-12-18,0.46,0.14,1.19
70,2020-12-18,0.67,0.02,4.61
60,2020-12-18,1.25,0.17,5.02
81,2020-12-18,0.85,0.13,4.66
33,2020-12-18,0.33,0,6.95
71,2020-12-18,,,
59,2020-12-18,0.65,0.06,4.94
57,2020-12-18,0.68,0.12,3.07
52,2020-12-18,0.53,0.03,4.86
13,2020-12-18,0.75,0.27,2.11
83,2020-12-18,0.58,0.02,3.44
55,2020-12-18,0.32,0,4.43
54,2020-12-18,0.4,0.02,3.47
75,2020-12-18,0.34,0.11,0.91
64,2020-12-18,0.43,0.02,3.6
31,2020-12-18,0.24,0,4.22
24,2020-12-18,0.69,0.24,1.67
18,2020-12-18,0.81,0.33,1.85
16,2020-12-18,0.57,0.15,1.8
82,2020-12-18,0.41,0.01,3.81
38,2020-12-18,0.32,0,8.75
84,2020-12-18,,,
22,2020-12-18,0.63,0.26,1.35
92,2020-12-18,,,
94,2020-12-18,,,
53,2020-12-18,0.52,0,4.81
44,2020-12-18,0.57,0.12,1.97
88,2020-12-18,,,
72,2020-12-18,0.97,0.14,3.81
76,2020-12-18,1.56,0.03,12.8
61,2020-12-18,0.78,0.07,5.84
90,2020-12-18,0.69,0.09,3.1
67,2020-12-18,,,
85,2020-12-18,0.23,0,4.88
58,2020-12-18,0.89,0.16,3.14
56,2020-12-18,0.31,0,3.94
68,2020-12-18,0.75,0.09,9.07
14,2020-12-18,0.62,0.13,2.27
69,2020-12-18,,,
42,2020-12-18,0.52,0.1,1.82
97,2020-12-18,0.32,0,7.6
80,2020-12-18,0.56,0.01,4.47
65,2020-12-18,0.32,0.01,2.53
43,2020-12-18,0.62,0.21,1.6
45,2020-12-18,0.45,0.01,4.71
86,2020-12-18,,,
47,2020-12-18,0.24,0,8.98
62,2020-12-18,,,
17,2020-12-18,0.67,0.14,2.29
51,2020-12-18,0.46,0.03,4.31
73,2020-12-18,0.81,0.05,5.21
79,2020-12-18,0.67,0.09,4.93
63,2020-12-18,0.78,0.02,7.01
66,2020-12-18,0.3,0,3.39
34,2020-12-18,0.52,0.01,7.53
35,2020-12-18,0.38,0.01,3.28
96,2020-12-18,,,
95,2020-12-18,,,
91,2020-12-18,,,
89,2020-12-18,,,
50,2020-12-18,0.25,0,5.41
39,2020-12-18,0.08,0,5.71
93,2020-12-18,,,
36,2020-12-18,,,
98,2020-12-18,,,
20,2020-12-18,,,
10,2020-12-18,,,
40,2020-12-18,,,
21,2020-12-19,0.77,0.38,1.44
25,2020-12-19,0.95,0.28,2.56
46,2020-12-19,0.81,0.08,4.17
26,2020-12-19,0.57,0.18,1.82
77,2020-12-19,,,
19,2020-12-19,0.65,0.1,2.64
11,2020-12-19,0.63,0.28,1.31
27,2020-12-19,0.63,0.03,4.04
87,2020-12-19,,,
23,2020-12-19,0.63,0.21,1.7
74,2020-12-19,0.65,0.1,2.77
28,2020-12-19,0.59,0.04,3.73
78,2020-12-19,0.24,0,4.73
29,2020-12-19,0.54,0.06,2.98
15,2020-12-19,0.96,0.03,6.38
30,2020-12-19,0.28,0,3.14
12,2020-12-19,0.84,0.37,1.74
37,2020-12-19,0.53,0.07,2.48
41,2020-12-19,0.44,0.14,1.16
70,2020-12-19,0.63,0.01,4.58
60,2020-12-19,1.15,0.13,4.88
81,2020-12-19,0.82,0.11,4.51
33,2020-12-19,,,
71,2020-12-19,,,
59,2020-12-19,0.69,0.06,4.84
57,2020-12-19,0.61,0.1,2.89
52,2020-12-19,0.53,0.03,4.68
13,2020-12-19,0.8,0.3,2.17
83,2020-12-19,0.58,0.02,3.68
55,2020-12-19,0.32,0,4.56
75,2020-12-19,0.33,0.11,0.88
64,2020-12-19,0.38,0.01,3.54
31,2020-12-19,0.26,0,3.95
24,2020-12-19,0.7,0.26,1.68
18,2020-12-19,0.86,0.36,1.94
16,2020-12-19,0.59,0.17,1.8
82,2020-12-19,0.39,0.01,3.78
38,2020-12-19,0.36,0,8.03
84,2020-12-19,,,
22,2020-12-19,0.61,0.25,1.33
92,2020-12-19,,,
94,2020-12-19,,,
53,2020-12-19,0.45,0,4.9
44,2020-12-19,0.6,0.13,2.04
88,2020-12-19,,,
72,2020-12-19,0.9,0.12,3.64
76,2020-12-19,1.44,0.04,11.43
61,2020-12-19,0.59,0.02,5.64
90,2020-12-19,0.55,0.05,2.96
67,2020-12-19,,,
58,2020-12-19,0.94,0.18,3.19
56,2020-12-19,0.33,0,3.97
68,2020-12-19,0.56,0.04,9.82
14,2020-12-19,0.68,0.16,2.32
69,2020-12-19,0.43,0.01,6.49
85,2020-12-19,0.32,0,5.03
54,2020-12-19,0.47,0.04,3.39
42,2020-12-19,0.48,0.09,1.78
97,2020-12-19,0.37,0,6.84
80,2020-12-19,0.56,0.02,4.43
65,2020-12-19,0.26,0.01,2.5
43,2020-12-19,0.6,0.21,1.52
45,2020-12-19,0.41,0.01,4.65
86,2020-12-19,,,
47,2020-12-19,0.31,0,8.26
62,2020-12-19,,,
17,2020-12-19,0.7,0.16,2.35
51,2020-12-19,0.35,0.01,4.04
73,2020-12-19,0.89,0.05,5.93
79,2020-12-19,0.77,0.09,5.29
63,2020-12-19,0.75,0.01,6.98
66,2020-12-19,0.28,0,3.2
34,2020-12-19,0.51,0.01,7.52
35,2020-12-19,0.36,0.01,3.26
96,2020-12-19,,,
95,2020-12-19,,,
91,2020-12-19,,,
89,2020-12-19,,,
50,2020-12-19,0.28,0,5.97
39,2020-12-19,0.14,0,5.51
93,2020-12-19,,,
36,2020-12-19,,,
98,2020-12-19,,,
20,2020-12-19,,,
10,2020-12-19,,,
40,2020-12-19,,,
21,2020-12-20,0.86,0.44,1.59
25,2020-12-20,0.76,0.21,2.25
26,2020-12-20,0.46,0.15,1.64
77,2020-12-20,,,
19,2020-12-20,0.74,0.13,2.78
11,2020-12-20,0.65,0.29,1.34
27,2020-12-20,0.67,0.04,3.96
87,2020-12-20,,,
23,2020-12-20,0.68,0.23,1.78
74,2020-12-20,0.77,0.13,3.01
28,2020-12-20,0.54,0.02,3.67
78,2020-12-20,0.25,0,4.53
15,2020-12-20,0.99,0.02,6.89
30,2020-12-20,0.25,0,3.19
12,2020-12-20,0.75,0.32,1.62
37,2020-12-20,0.58,0.07,2.59
41,2020-12-20,0.5,0.18,1.23
70,2020-12-20,0.54,0.01,4.54
60,2020-12-20,1.04,0.1,4.62
81,2020-12-20,0.87,0.13,4.22
33,2020-12-20,,,
71,2020-12-20,,,
59,2020-12-20,0.67,0.06,4.82
57,2020-12-20,0.58,0.07,2.93
52,2020-12-20,0.41,0.01,4.74
13,2020-12-20,0.76,0.29,2.05
83,2020-12-20,0.59,0.02,3.61
55,2020-12-20,0.27,0,4.34
75,2020-12-20,0.36,0.13,0.93
64,2020-12-20,0.45,0.02,3.64
31,2020-12-20,0.27,0,4.28
24,2020-12-20,0.76,0.3,1.74
18,2020-12-20,0.82,0.34,1.86
16,2020-12-20,0.59,0.17,1.8
82,2020-12-20,0.36,0.01,3.62
38,2020-12-20,0.42,0,8.08
84,2020-12-20,,,
22,2020-12-20,0.58,0.24,1.29
92,2020-12-20,,,
43,2020-12-20,0.55,0.18,1.45
94,2020-12-20,,,
53,2020-12-20,0.54,0.01,4.47
44,2020-12-20,0.63,0.15,2.07
72,2020-12-20,0.44,0.04,2.76
76,2020-12-20,1.42,0.03,11.42
61,2020-12-20,0.62,0.04,5.17
90,2020-12-20,0.57,0.05,3.05
67,2020-12-20,,,
58,2020-12-20,0.92,0.19,3.08
56,2020-12-20,0.24,0,3.69
14,2020-12-20,0.71,0.18,2.33
29,2020-12-20,0.43,0.03,2.94
69,2020-12-20,0.39,0.01,6.44
85,2020-12-20,0.61,0.02,5.61
54,2020-12-20,0.35,0.02,3.17
42,2020-12-20,0.42,0.07,1.74
97,2020-12-20,,,
80,2020-12-20,0.46,0.01,4.24
65,2020-12-20,0.23,0.01,2.53
45,2020-12-20,0.5,0.01,4.64
86,2020-12-20,,,
47,2020-12-20,0.19,0,8.07
62,2020-12-20,,,
17,2020-12-20,0.71,0.16,2.37
46,2020-12-20,0.75,0.07,4.09
51,2020-12-20,0.43,0.03,4.12
73,2020-12-20,0.7,0.01,5.75
79,2020-12-20,0.79,0.07,5.61
63,2020-12-20,0.76,0.02,6.97
66,2020-12-20,0.39,0.01,3.14
34,2020-12-20,0.68,0.04,7.24
88,2020-12-20,,,
35,2020-12-20,0.3,0.01,3.27
96,2020-12-20,,,
95,2020-12-20,,,
91,2020-12-20,,,
89,2020-12-20,,,
50,2020-12-20,0.19,0,5.59
39,2020-12-20,0.24,0,5.39
68,2020-12-20,,,
93,2020-12-20,,,
36,2020-12-20,,,
98,2020-12-20,,,
20,2020-12-20,,,
10,2020-12-20,,,
40,2020-12-20,,,
21,2020-12-21,0.73,0.35,1.42
25,2020-12-21,0.93,0.28,2.49
26,2020-12-21,0.49,0.16,1.67
77,2020-12-21,,,
19,2020-12-21,0.89,0.17,3.05
11,2020-12-21,0.64,0.29,1.32
27,2020-12-21,0.34,0.03,3.32
87,2020-12-21,,,
23,2020-12-21,0.67,0.22,1.78
74,2020-12-21,0.64,0.09,2.84
28,2020-12-21,0.53,0.02,3.66
78,2020-12-21,0.28,0,4.78
15,2020-12-21,0.98,0.03,6.37
30,2020-12-21,0.26,0,3.29
12,2020-12-21,0.83,0.37,1.72
37,2020-12-21,0.51,0.05,2.51
41,2020-12-21,0.53,0.2,1.28
70,2020-12-21,0.57,0.01,4.71
60,2020-12-21,0.95,0.07,4.53
13,2020-12-21,0.71,0.26,1.98
81,2020-12-21,0.79,0.12,4.43
33,2020-12-21,,,
71,2020-12-21,,,
59,2020-12-21,0.67,0.05,5.01
57,2020-12-21,0.51,0.06,2.79
52,2020-12-21,0.42,0.01,4.96
79,2020-12-21,0.71,0.06,5.29
83,2020-12-21,0.58,0.02,3.69
55,2020-12-21,0.25,0,4.45
75,2020-12-21,0.36,0.13,0.92
64,2020-12-21,0.44,0.02,3.6
31,2020-12-21,0.21,0,4.2
24,2020-12-21,0.8,0.31,1.8
18,2020-12-21,0.86,0.36,1.93
16,2020-12-21,0.53,0.14,1.71
82,2020-12-21,0.38,0.01,3.67
38,2020-12-21,0.45,0.01,8.12
84,2020-12-21,,,
22,2020-12-21,0.57,0.23,1.27
92,2020-12-21,,,
43,2020-12-21,0.6,0.2,1.54
94,2020-12-21,,,
53,2020-12-21,0.59,0.01,4.7
44,2020-12-21,0.62,0.13,2.11
72,2020-12-21,0.41,0.03,2.76
76,2020-12-21,1.38,0.03,11.4
61,2020-12-21,0.58,0.03,5.13
90,2020-12-21,0.42,0.03,2.82
67,2020-12-21,,,
58,2020-12-21,0.64,0.1,2.71
56,2020-12-21,0.19,0,3.51
14,2020-12-21,0.83,0.23,2.49
29,2020-12-21,0.4,0.03,3.08
69,2020-12-21,0.38,0,6.43
85,2020-12-21,0.78,0.03,6.09
54,2020-12-21,0.37,0.02,3.27
42,2020-12-21,0.5,0.09,1.86
97,2020-12-21,,,
80,2020-12-21,0.56,0.03,4.61
65,2020-12-21,0.18,0,2.55
45,2020-12-21,0.35,0,4.43
86,2020-12-21,,,
47,2020-12-21,0.22,0,8.97
62,2020-12-21,,,
17,2020-12-21,0.63,0.12,2.25
46,2020-12-21,0.74,0.07,3.99
51,2020-12-21,0.35,0.02,3.75
73,2020-12-21,0.71,0.02,5.76
63,2020-12-21,0.46,0.01,5.8
66,2020-12-21,0.45,0.01,3.53
34,2020-12-21,0.74,0.05,7.74
88,2020-12-21,,,
35,2020-12-21,0.25,0,3.27
96,2020-12-21,,,
95,2020-12-21,,,
91,2020-12-21,,,
89,2020-12-21,,,
50,2020-12-21,0.25,0,5.71
39,2020-12-21,0.2,0,5.6
68,2020-12-21,0.57,0.04,9.82
93,2020-12-21,,,
36,2020-12-21,,,
98,2020-12-21,,,
20,2020-12-21,,,
10,2020-12-21,,,
40,2020-12-21,,,
21,2020-12-22,0.79,0.4,1.49
25,2020-12-22,0.89,0.26,2.41
26,2020-12-22,0.53,0.18,1.73
77,2020-12-22,,,
19,2020-12-22,0.89,0.17,3.05
11,2020-12-22,0.61,0.27,1.28
27,2020-12-22,0.39,0.04,3.27
87,2020-12-22,,,
23,2020-12-22,0.6,0.19,1.65
74,2020-12-22,0.78,0.13,3.01
28,2020-12-22,0.56,0.03,3.87
78,2020-12-22,0.26,0,4.94
29,2020-12-22,0.6,0.06,3.14
15,2020-12-22,1.2,0.07,6.56
30,2020-12-22,0.33,0,3.07
12,2020-12-22,0.8,0.35,1.67
37,2020-12-22,0.53,0.09,2.44
41,2020-12-22,0.49,0.17,1.21
70,2020-12-22,0.66,0.02,4.26
60,2020-12-22,1.05,0.1,4.63
13,2020-12-22,0.67,0.23,1.89
81,2020-12-22,0.65,0.06,4.16
33,2020-12-22,0.85,0.03,7.54
71,2020-12-22,,,
59,2020-12-22,0.68,0.06,4.66
57,2020-12-22,0.6,0.07,2.87
52,2020-12-22,0.49,0.01,5.04
79,2020-12-22,0.69,0.05,5.28
83,2020-12-22,0.56,0.01,3.94
55,2020-12-22,0.34,0,4.41
75,2020-12-22,0.35,0.13,0.9
64,2020-12-22,0.43,0.02,3.7
31,2020-12-22,0.22,0,3.75
24,2020-12-22,0.78,0.3,1.77
18,2020-12-22,0.85,0.36,1.89
16,2020-12-22,0.64,0.2,1.82
82,2020-12-22,0.49,0.01,4.15
38,2020-12-22,0.4,0.01,6.44
22,2020-12-22,0.58,0.24,1.26
92,2020-12-22,,,
43,2020-12-22,0.55,0.18,1.45
94,2020-12-22,,,
53,2020-12-22,0.68,0.03,4.62
44,2020-12-22,0.59,0.12,2.03
88,2020-12-22,,,
72,2020-12-22,0.44,0.04,2.75
76,2020-12-22,1.26,0.01,12.48
61,2020-12-22,0.5,0.02,4.63
90,2020-12-22,0.38,0.02,2.77
58,2020-12-22,0.63,0.11,2.55
67,2020-12-22,,,
56,2020-12-22,0.25,0,3.59
68,2020-12-22,0.77,0.03,10.12
14,2020-12-22,0.78,0.19,2.43
69,2020-12-22,,,
85,2020-12-22,0.76,0.03,6.31
54,2020-12-22,0.24,0,3.11
42,2020-12-22,0.53,0.11,1.84
97,2020-12-22,0.35,0,5.15
80,2020-12-22,0.54,0.03,4.72
65,2020-12-22,0.18,0,2.59
45,2020-12-22,0.38,0,4.47
86,2020-12-22,,,
47,2020-12-22,0.21,0,8.09
62,2020-12-22,,,
17,2020-12-22,0.87,0.21,2.65
46,2020-12-22,0.85,0.08,4.12
51,2020-12-22,0.34,0.02,4.01
73,2020-12-22,0.99,0.04,6.05
84,2020-12-22,,,
63,2020-12-22,0.57,0.02,5.71
66,2020-12-22,0.52,0.02,3.7
34,2020-12-22,0.78,0.06,8.89
50,2020-12-22,0.35,0,5.38
35,2020-12-22,0.27,0,3.22
96,2020-12-22,,,
95,2020-12-22,,,
91,2020-12-22,,,
39,2020-12-22,0.19,0,5.33
89,2020-12-22,,,
93,2020-12-22,,,
36,2020-12-22,,,
98,2020-12-22,,,
10,2020-12-22,,,
40,2020-12-22,,,
20,2020-12-22,,,
21,2020-12-23,0.7,0.33,1.39
25,2020-12-23,0.83,0.24,2.3
26,2020-12-23,0.46,0.14,1.68
77,2020-12-23,,,
19,2020-12-23,0.7,0.12,2.7
11,2020-12-23,0.58,0.25,1.23
27,2020-12-23,0.42,0.04,3.24
87,2020-12-23,,,
23,2020-12-23,0.53,0.17,1.51
74,2020-12-23,0.69,0.12,2.8
28,2020-12-23,0.54,0.03,3.84
78,2020-12-23,0.28,0,4.95
29,2020-12-23,0.61,0.06,3.16
15,2020-12-23,0.94,0.06,5.91
30,2020-12-23,0.41,0,3.19
12,2020-12-23,0.81,0.36,1.69
80,2020-12-23,0.39,0,4.3
37,2020-12-23,0.47,0.07,2.29
41,2020-12-23,0.51,0.19,1.23
70,2020-12-23,0.7,0.04,4.27
60,2020-12-23,1.29,0.17,4.89
13,2020-12-23,0.62,0.21,1.8
81,2020-12-23,0.65,0.07,4.16
33,2020-12-23,0.85,0.05,7.08
71,2020-12-23,,,
59,2020-12-23,0.63,0.05,4.45
57,2020-12-23,0.51,0.04,2.83
52,2020-12-23,0.44,0.01,4.82
79,2020-12-23,1.17,0.08,6.22
83,2020-12-23,0.56,0.01,4.02
55,2020-12-23,0.42,0.01,4.65
75,2020-12-23,0.34,0.12,0.88
64,2020-12-23,0.43,0.02,3.7
31,2020-12-23,0.21,0,3.64
24,2020-12-23,0.7,0.26,1.66
18,2020-12-23,0.83,0.35,1.86
16,2020-12-23,0.71,0.24,1.94
82,2020-12-23,0.53,0.01,4.18
38,2020-12-23,0.43,0.01,6.47
34,2020-12-23,0.68,0.06,8.15
22,2020-12-23,0.61,0.26,1.28
92,2020-12-23,,,
43,2020-12-23,0.44,0.12,1.29
94,2020-12-23,,,
53,2020-12-23,0.79,0.06,4.74
44,2020-12-23,0.54,0.1,1.93
88,2020-12-23,,,
72,2020-12-23,0.42,0.02,2.72
76,2020-12-23,1.19,0.01,12.39
61,2020-12-23,0.49,0.02,4.82
90,2020-12-23,0.3,0.01,2.65
58,2020-12-23,0.61,0.11,2.49
67,2020-12-23,,,
56,2020-12-23,0.2,0,3.54
68,2020-12-23,0.78,0.04,9.21
14,2020-12-23,0.85,0.23,2.5
85,2020-12-23,0.82,0.04,6.66
54,2020-12-23,0.24,0,3.28
42,2020-12-23,0.53,0.11,1.85
97,2020-12-23,0.32,0,5.12
65,2020-12-23,0.18,0,2.64
45,2020-12-23,0.37,0.01,4.57
86,2020-12-23,,,
47,2020-12-23,0.2,0,8.08
62,2020-12-23,,,
17,2020-12-23,0.78,0.18,2.5
46,2020-12-23,0.8,0.07,4
51,2020-12-23,0.37,0.03,4.19
73,2020-12-23,1.11,0.07,6.17
84,2020-12-23,,,
63,2020-12-23,0.61,0.03,5.74
66,2020-12-23,0.49,0.02,3.49
69,2020-12-23,,,
50,2020-12-23,0.49,0.01,5.55
35,2020-12-23,0.65,0.04,3.7
96,2020-12-23,,,
95,2020-12-23,,,
91,2020-12-23,,,
39,2020-12-23,0.2,0,5.6
89,2020-12-23,,,
93,2020-12-23,,,
36,2020-12-23,,,
98,2020-12-23,,,
10,2020-12-23,,,
40,2020-12-23,,,
20,2020-12-23,,,
21,2020-12-24,0.7,0.33,1.39
25,2020-12-24,0.74,0.21,2.15
26,2020-12-24,0.47,0.15,1.65
77,2020-12-24,,,
19,2020-12-24,0.77,0.13,2.86
11,2020-12-24,0.62,0.27,1.28
27,2020-12-24,0.41,0.04,3.08
87,2020-12-24,,,
23,2020-12-24,0.56,0.19,1.53
74,2020-12-24,0.73,0.13,2.9
28,2020-12-24,0.55,0.03,3.77
78,2020-12-24,0.23,0,5.08
29,2020-12-24,0.57,0.05,3.14
15,2020-12-24,1.05,0.08,6.09
30,2020-12-24,0.43,0,3.25
80,2020-12-24,0.45,0.01,4.53
37,2020-12-24,0.59,0.11,2.46
41,2020-12-24,0.54,0.21,1.28
70,2020-12-24,0.7,0.04,4.18
60,2020-12-24,1.27,0.15,5
13,2020-12-24,0.66,0.23,1.86
81,2020-12-24,0.71,0.08,4.25
33,2020-12-24,0.88,0.05,6.53
71,2020-12-24,,,
59,2020-12-24,0.44,0.01,4.23
57,2020-12-24,0.52,0.04,2.85
52,2020-12-24,0.29,0,4.78
79,2020-12-24,1.13,0.06,6.27
83,2020-12-24,0.54,0.01,3.91
55,2020-12-24,0.43,0.01,4.5
75,2020-12-24,0.38,0.14,0.96
31,2020-12-24,0.21,0,3.77
24,2020-12-24,0.67,0.24,1.6
18,2020-12-24,0.73,0.29,1.72
16,2020-12-24,0.69,0.23,1.92
82,2020-12-24,0.52,0.01,4.17
12,2020-12-24,0.77,0.32,1.64
38,2020-12-24,0.39,0.01,6.04
34,2020-12-24,0.7,0.03,8.26
22,2020-12-24,0.61,0.25,1.28
92,2020-12-24,,,
43,2020-12-24,0.43,0.11,1.31
94,2020-12-24,,,
53,2020-12-24,0.55,0.03,4.32
44,2020-12-24,0.5,0.08,1.88
88,2020-12-24,,,
72,2020-12-24,0.41,0.02,2.74
76,2020-12-24,1.25,0.01,12.46
61,2020-12-24,0.47,0.01,4.8
90,2020-12-24,0.28,0,2.63
58,2020-12-24,0.81,0.17,2.82
67,2020-12-24,,,
56,2020-12-24,0.21,0,3.56
68,2020-12-24,,,
14,2020-12-24,0.81,0.2,2.46
85,2020-12-24,0.89,0.05,6.76
54,2020-12-24,0.24,0,3.38
42,2020-12-24,0.56,0.12,1.88
97,2020-12-24,,,
65,2020-12-24,0.2,0,2.74
45,2020-12-24,0.32,0,4.97
86,2020-12-24,,,
47,2020-12-24,0.19,0,8.07
62,2020-12-24,,,
17,2020-12-24,0.79,0.19,2.5
46,2020-12-24,0.77,0.05,4.05
64,2020-12-24,0.64,0.06,3.89
51,2020-12-24,0.28,0.01,4.27
73,2020-12-24,0.89,0.05,5.38
84,2020-12-24,,,
63,2020-12-24,0.66,0.04,5.81
66,2020-12-24,0.49,0.01,3.5
69,2020-12-24,,,
50,2020-12-24,0.27,0,5.02
35,2020-12-24,0.85,0.07,4.07
96,2020-12-24,,,
95,2020-12-24,,,
91,2020-12-24,,,
39,2020-12-24,0.19,0,5.86
89,2020-12-24,,,
93,2020-12-24,,,
36,2020-12-24,,,
98,2020-12-24,,,
10,2020-12-24,,,
40,2020-12-24,,,
20,2020-12-24,,,
21,2020-12-25,0.72,0.33,1.43
25,2020-12-25,0.75,0.22,2.18
26,2020-12-25,0.47,0.14,1.66
77,2020-12-25,,,
19,2020-12-25,0.95,0.2,3.19
11,2020-12-25,0.55,0.23,1.18
27,2020-12-25,0.43,0.03,3.05
87,2020-12-25,,,
23,2020-12-25,0.59,0.2,1.59
74,2020-12-25,0.77,0.14,2.99
28,2020-12-25,0.4,0.03,3.75
78,2020-12-25,0.3,0,5.41
29,2020-12-25,0.31,0.01,2.89
15,2020-12-25,0.82,0.03,5.81
30,2020-12-25,0.52,0.01,3.45
12,2020-12-25,0.61,0.22,1.45
80,2020-12-25,0.37,0,4.53
37,2020-12-25,0.61,0.1,2.64
41,2020-12-25,0.49,0.17,1.25
70,2020-12-25,0.72,0.04,4.28
60,2020-12-25,0.78,0.03,4.43
13,2020-12-25,0.61,0.19,1.84
81,2020-12-25,0.57,0.05,4.17
33,2020-12-25,0.83,0.05,6.19
71,2020-12-25,,,
59,2020-12-25,0.52,0.02,4.38
52,2020-12-25,0.34,0,5.08
79,2020-12-25,1.01,0.03,6.85
83,2020-12-25,0.62,0.01,3.95
55,2020-12-25,0.51,0.02,4.6
54,2020-12-25,0.26,0.01,3.22
75,2020-12-25,0.37,0.13,0.97
31,2020-12-25,0.27,0,3.84
24,2020-12-25,0.67,0.25,1.63
18,2020-12-25,0.63,0.23,1.63
16,2020-12-25,0.74,0.25,2.03
82,2020-12-25,0.47,0.01,3.76
38,2020-12-25,0.4,0,6.44
34,2020-12-25,,,
22,2020-12-25,0.57,0.22,1.26
92,2020-12-25,,,
43,2020-12-25,0.45,0.12,1.36
94,2020-12-25,,,
53,2020-12-25,0.46,0.02,4.35
44,2020-12-25,0.51,0.08,2.05
88,2020-12-25,,,
72,2020-12-25,0.46,0.02,2.92
76,2020-12-25,0.31,0,14.35
61,2020-12-25,0.26,0,4.75
90,2020-12-25,0.29,0,2.74
58,2020-12-25,0.64,0.12,2.62
57,2020-12-25,0.5,0.04,2.85
67,2020-12-25,,,
56,2020-12-25,0.11,0,3.74
68,2020-12-25,,,
14,2020-12-25,0.78,0.18,2.45
69,2020-12-25,,,
42,2020-12-25,0.53,0.1,1.96
97,2020-12-25,,,
65,2020-12-25,0.24,0,3.18
85,2020-12-25,0.93,0.04,7.16
45,2020-12-25,0.32,0,5.46
86,2020-12-25,,,
47,2020-12-25,0.12,0,8.82
62,2020-12-25,,,
17,2020-12-25,0.69,0.15,2.41
46,2020-12-25,0.76,0.05,4.14
64,2020-12-25,0.54,0.03,3.84
51,2020-12-25,0.27,0.01,3.95
73,2020-12-25,0.91,0.05,5.63
84,2020-12-25,,,
63,2020-12-25,0.56,0.02,5.95
66,2020-12-25,0.51,0.01,3.62
50,2020-12-25,0.35,0,5.32
35,2020-12-25,0.91,0.08,4.27
96,2020-12-25,,,
95,2020-12-25,,,
91,2020-12-25,,,
39,2020-12-25,0.23,0,5.92
89,2020-12-25,,,
93,2020-12-25,,,
36,2020-12-25,,,
98,2020-12-25,,,
10,2020-12-25,,,
40,2020-12-25,,,
20,2020-12-25,,,
21,2020-12-26,0.68,0.31,1.38
25,2020-12-26,0.68,0.18,2.09
26,2020-12-26,0.46,0.15,1.65
77,2020-12-26,,,
19,2020-12-26,0.93,0.2,3.16
11,2020-12-26,0.61,0.27,1.29
27,2020-12-26,0.44,0.03,3.09
87,2020-12-26,,,
23,2020-12-26,0.65,0.23,1.67
74,2020-12-26,0.61,0.1,2.78
28,2020-12-26,0.31,0.02,3.64
78,2020-12-26,0.39,0.01,5.77
29,2020-12-26,0.4,0.04,2.98
15,2020-12-26,0.91,0.05,5.73
30,2020-12-26,0.52,0.01,3.36
12,2020-12-26,0.59,0.21,1.44
80,2020-12-26,0.43,0.01,4.45
37,2020-12-26,0.49,0.06,2.41
41,2020-12-26,0.52,0.19,1.28
70,2020-12-26,0.69,0.03,4.33
60,2020-12-26,0.91,0.05,4.67
13,2020-12-26,0.48,0.14,1.69
33,2020-12-26,0.8,0.05,5.88
71,2020-12-26,,,
59,2020-12-26,0.53,0.02,4.56
52,2020-12-26,0.38,0,4.92
79,2020-12-26,0.83,0.01,6.9
83,2020-12-26,0.65,0.02,3.96
55,2020-12-26,0.62,0.03,5.05
54,2020-12-26,0.25,0,3.39
75,2020-12-26,0.42,0.16,1.04
64,2020-12-26,0.45,0.02,3.82
31,2020-12-26,0.31,0,3.91
24,2020-12-26,0.68,0.25,1.65
18,2020-12-26,0.66,0.24,1.7
16,2020-12-26,0.69,0.23,1.95
82,2020-12-26,0.52,0.02,3.81
38,2020-12-26,0.35,0,6.88
34,2020-12-26,,,
22,2020-12-26,0.56,0.22,1.24
92,2020-12-26,,,
43,2020-12-26,0.48,0.13,1.41
94,2020-12-26,,,
53,2020-12-26,0.45,0.02,4.33
44,2020-12-26,0.56,0.1,2.14
81,2020-12-26,0.55,0.04,4.19
88,2020-12-26,,,
72,2020-12-26,0.41,0.01,2.95
76,2020-12-26,0.42,0,14.47
61,2020-12-26,0.2,0,5.16
90,2020-12-26,0.24,0,2.67
58,2020-12-26,0.72,0.14,2.74
57,2020-12-26,0.57,0.04,3.25
67,2020-12-26,,,
56,2020-12-26,0.14,0,3.79
68,2020-12-26,,,
14,2020-12-26,0.71,0.14,2.41
69,2020-12-26,,,
42,2020-12-26,0.7,0.15,2.26
97,2020-12-26,,,
65,2020-12-26,0.2,0,3.12
85,2020-12-26,1.05,0.08,7.27
45,2020-12-26,0.33,0,4.95
